Var1,Var2,Var3
0.392386362194166,0.0822384156013065,0.085037214466134
0.435472810791334,0.133105188014501,0.115596626479063
0.417894559788423,0.190202773764928,0.0926171365337899
0.421481884447299,0.258960642949635,0.0624337916196491
0.429817959616186,0.230551535462228,0.0380696289669468
0.387468636167446,0.199234150194388,0.0189683111239113
0.367417519253294,0.179229568880972,0.0336183476963084
0.379922046375235,0.133605260371071,0.0590389688458045
0.403096698962942,0.14360115271867,0.0561463468171242
0.409538878411645,0.178504680360084,0.0581374062278
0.440999794522037,0.194842006095476,0.0263146599391318
0.448247195265671,0.190795053033478,0.0167930643524853
0.443787447884772,0.157843485830735,0.0480406056374825
0.473312385409402,0.179896384610066,0.0768392979964028
0.462419297891849,0.268739211044865,0.0916711584396577
0.451321992090933,0.283702696934457,0.109376849467883
0.48004958022466,0.266914306368721,0.0545740991205114
0.474948021490234,0.266939481631797,0.0357457847828387
0.431818921370642,0.249531183244959,0.0243069948771232
0.396504034611224,0.250017972095687,0.0275577918784339
0.386442073108679,0.286555953945961,0.0362983393700262
0.406718997733192,0.233657415278914,0.0184189438807256
0.436295135319791,0.20771386462989,0.015985138547545
0.411038025340576,0.194990437293258,0.0302287850611165
0.369034929191389,0.191421062840254,0.0601421805152123
0.375284019249434,0.212595725965265,0.089069518232122
0.401222409459639,0.191593019630544,0.0758144172274517
0.413061327647213,0.165852470465783,0.0714697322276446
0.392768360307056,0.15053516522816,0.118798327406655
0.352921570722867,0.130789362098476,0.127410403542933
0.358026671598876,0.134473496418965,0.143876876836985
0.389614133921476,0.16187928925104,0.195376899440015
0.398401333227434,0.165726483500984,0.228944327634809
0.397322167019369,0.16208586117187,0.248919095221929
0.449383317454594,0.200185786560153,0.229567767436161
0.481601138373126,0.233728411684761,0.195243585801549
0.458338653376074,0.240300470063101,0.17103325260109
